Workbook,Worksheet,Cell,ParameterName,DisplayedValue,RawValue,Formula,DataType,Units,Comment,ValidationRule,FormulaError,NamedRange,ExternalLink
Calc_10006_023.xls,Sheet1,$B$235,T6BHD_X_Hole4_Array_Qty,14.000,14.0,='Excel Calcs'!K21,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$236,T6BHD_X_Hole4_Array_Dist,6.000,6.0,='Excel Calcs'!K22,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$237,T6BHD_Mid_Flg_Offset,0.812,0.812,='Excel Calcs'!K23,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$238,T6BHD_X_Hole1_ArraySuppression,4.000,4.0,='Excel Calcs'!K24,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$239,T6BHD_CoilCasing_Hole_Y_Loc,0.375,0.375,='Excel Calcs'!K25,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$240,T6BHD_Hole1_Z_Loc,0.750,0.75,='Excel Calcs'!H99,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$241,T8BHD_Width,82.395,82.39471,='Excel Calcs'!K28,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$242,T8BHD_Coil_Hole_Array_Start,11.690,11.690000000000001,='Excel Calcs'!K29,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$243,T8Hole_X_Loc,2.000,2.0,='Excel Calcs'!K30,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$244,T8Hole1_Array_Qty,16.000,16.0,='Excel Calcs'!K31,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$245,T8Hole1_Array_Dist,4.900,4.899669375,='Excel Calcs'!K32,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$246,T10BHD_Width,89.085,89.08471,='Excel Calcs'!K35,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$247,T10BHD_Coil_Hole_Array_Start,10.690,10.690000000000001,='Excel Calcs'!K36,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$248,T10Hole_X_Loc,2.000,2.0,='Excel Calcs'!K37,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$249,T10Hole1_Array_Qty,17.000,17.0,='Excel Calcs'!K38,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$250,T10Hole1_Array_Dist,5.005,5.004982941176471,='Excel Calcs'!K39,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$251,B4BHD_Width,83.000,83.0,='Excel Calcs'!K42,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$252,B4BHD_Height,1.605,1.60501,='Excel Calcs'!K43,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$253,B4BHD_Flg,0.750,0.75,='Excel Calcs'!K44,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$254,B4BHD_Y_Hole_Loc,0.375,0.375,='Excel Calcs'!K45,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$255,B4BHD_Thk,0.105,0.10501,='Excel Calcs'!K46,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$256,B4BHD_Hole1_Loc_Y,1.000,1.0,='Excel Calcs'!K48,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$257,B4BHD_Hole1_Array_Qty_Y,2.000,2.0,='Excel Calcs'!K49,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$258,B4BHD_Hole1_Array_Dist_Y,0.000,0.0,='Excel Calcs'!K50,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$259,B4Hole_X_Loc,2.000,2.0,='Excel Calcs'!K51,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$260,B4BHD_Hole1_Qty,16.000,16.0,='Excel Calcs'!K52,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$261,B4BHD_Hole1_Dist,5.267,5.266666666666667,='Excel Calcs'!K53,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$262,B4BHD_Hole1_Clr_Dia,0.312,0.312,='Excel Calcs'!K54,String,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$263,B4BHD_Hole1_Eng_Dia,0.203,0.203,='Excel Calcs'!K55,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$264,B4BHD_IW,7.000,7.0,='Excel Calcs'!H72,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$265,B5BHD_Width,82.500,82.5,='Excel Calcs'!K59,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$266,B5Hole_X_Loc,2.000,2.0,='Excel Calcs'!K60,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$267,B5Hole1_Array_Qty,16.000,16.0,='Excel Calcs'!K61,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$268,B5Hole1_Array_Dist,5.233,5.233333333333333,='Excel Calcs'!K62,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$269,B6BHD_Width,83.500,83.5,='Excel Calcs'!K68,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$270,B6Hole_X_Loc,2.000,2.0,='Excel Calcs'!K69,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$271,B6Hole1_Array_Qty,16.000,16.0,='Excel Calcs'!K70,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$272,B6Hole1_Array_Dist,5.300,5.3,='Excel Calcs'!K71,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$273,StackedCoil_Angle_Length,178.380,178.38,='Excel Calcs'!K74,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$274,StackedCoil_Flg1,1.395,1.39499,='Excel Calcs'!K75,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$275,StackedCoil_Hole_Dia,0.218,0.218,='Excel Calcs'!K76,String,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$276,StackedCoil_Hole_Loc,2.000,2.0,='Excel Calcs'!K77,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$277,StackedCoil_Hole_Qty,29.000,29.0,='Excel Calcs'!K78,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$278,StackedCoil_Hole_Dist,6.000,6.0,='Excel Calcs'!K79,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$279,Stacking_Angle_Thk,0.10501,0.10501,='Excel Calcs'!K80,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$280,Stacking_Angle_Hole_LocX,0.50000,0.5,='Excel Calcs'!K82,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$281,StackedCoil_Angle_Length_R,89.190,89.19,='Excel Calcs'!K85,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$282,StackedCoil_Angle_Length_L,89.190,89.19,='Excel Calcs'!K86,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$283,ElevatedCoil_Angle_Height,1.403,1.40299,='Excel Calcs'!K89,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$284,ElevatedCol_Angle_Thk,0.105,0.10501,='Excel Calcs'!K90,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$285,ElevatedCol_Angle_Ga,12.000,12.0,='Excel Calcs'!K91,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$286,ElevatedCoil_Angle_Hole_Y_Loc,0.375,0.375,='Excel Calcs'!K92,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$287,ElevatedCoil_Angle_Eng_Hole_Dia,0.203,0.203,='Excel Calcs'!K93,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$288,StackingRackSuppression,4.000,4.0,='Excel Calcs'!Q53,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$289,Stacking_Drip_PanA_Loc,3.000,3.0,='Excel Calcs'!N25,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$290,Stacking_Drip_PanA_Qty,4.000,4.0,='Excel Calcs'!N26,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$291,Stacking_Drip_PanA_Dist,53.333,53.333333333333336,='Excel Calcs'!N27,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$292,Stacking_Drip_PanB_Loc,3.000,3.0,='Excel Calcs'!N29,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$293,Stacking_Drip_PanB_Qty,4.000,4.0,='Excel Calcs'!N30,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$294,Stacking_Drip_PanB_Dist,53.333,53.333333333333336,='Excel Calcs'!N31,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$295,Stacking_Drip_Pan_HoleDia,0.690,0.69,='Excel Calcs'!N32,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$296,StackedCoil_DripPan_Face,1.500,1.5,='Excel Calcs'!N4,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$297,StackedCoil_DripPan_Length,178.380,178.38,='Excel Calcs'!N5,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$298,StackedCoil_DripPanWorkPlane,4.125,4.125,='Excel Calcs'!N6,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$299,StackedCoil_DripPanFlg1,13.125,13.125,='Excel Calcs'!N7,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$300,StackedCoil_DripPanFlg2,1.187,1.187,='Excel Calcs'!N8,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$301,StackedCoil_DripPanFlg3,3.000,3.0,='Excel Calcs'!N9,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$302,StackedCoil_DripPanFlg4,2.438,2.4379999999999997,='Excel Calcs'!N10,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$303,StackedCoil_DripPan_Length_R,89.190,89.19,='Excel Calcs'!N52,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$304,StackedCoil_DripPan_Length_L,89.190,89.19,='Excel Calcs'!N53,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$305,Stacking_DripPan_Thk,0.10501,0.10501,='Excel Calcs'!N11,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$306,StackingDripPantoStrapCtr,0.594,0.5935,='Excel Calcs'!N33,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$307,StackingAngletoStrapCtr,0.699,0.6985100000000001,='Excel Calcs'!N34,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$308,Stacking_Strap_Thk,0.060,0.06001,='Excel Calcs'!N20,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$309,StaackingStrapHeight,0.625,0.625,='Excel Calcs'!N17,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$310,StackingRackDripPanCtr,2.125,2.125,='Excel Calcs'!N35,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$311,Stacking_Drip_Pan_Hole_Y,0.417,0.4165,='Excel Calcs'!N37,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$312,Stacking_Drip_Pan_Hole_Array_Ctr,0.833,0.833,='Excel Calcs'!N38,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$313,Stacking_DripPanL_Loc,89.500,89.5,='Excel Calcs'!N39,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$314,Stacking_Rack_Drip_Pan_HoleY,0.313,0.313,='Excel Calcs'!N40,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$315,Stacking_Rack_Drip_Pan_Post_Flg,1.500,1.5,='Excel Calcs'!N42,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$316,Stacking_Rack_Drip_Pan_Post_Hole_LocX,0.750,0.75,='Excel Calcs'!N43,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$317,Stacking_Rack_Drip_Pan_Face_Hole_Loc,0.687,0.687,='Excel Calcs'!N44,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$318,Stacking_Rack_Drip_Pan_Face_Hole_Ctr,1.438,1.4379999999999997,='Excel Calcs'!N45,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$319,Stacking_Rack_Angle_HoleY,0.418,0.41801,='Excel Calcs'!N41,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$320,Stacking_Coil_Strap_ClrHole,0.312,0.312,='Excel Calcs'!N13,String,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$321,Stacking_Coil_Strap_EngHole,0.203,0.203,='Excel Calcs'!N14,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$322,Stacking_Coil_Strap_EngHoleYLoc,0.375,0.375,='Excel Calcs'!N15,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$323,Stacking_Coil_Strap_EngHoleXLoc,0.500,0.5,='Excel Calcs'!N16,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$324,Mid_Coil_Strap_Hole_Suppression,1.000,1.0,='Excel Calcs'!N21,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$325,Top_Coil_Strap_Hole_Suppression,1.000,1.0,='Excel Calcs'!N22,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$326,Stacking_Strap_Width,12.960,12.95998,='Excel Calcs'!N18,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$327,Mid_Rack_Support_Right2_Loc,11.000,11.0,='Excel Calcs'!Q26,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$328,Mid_Rack_Support_Right_Loc,47.000,47.0,='Excel Calcs'!Q27,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$329,Mid_Rack_Support_Mid_Loc,83.000,83.0,='Excel Calcs'!Q28,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$330,Mid_Rack_Support_Mid_Sup,1.000,1.0,='Excel Calcs'!B105,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$331,Mid_Rack_Support_Left_Loc,119.000,119.0,='Excel Calcs'!Q29,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$332,Mid_Rack_Support_Left2_Loc,155.000,155.0,='Excel Calcs'!Q30,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$333,Mid_Rack_Support_Mid_Hole_Suppression,0.000,0.0,='Excel Calcs'!Q31,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$334,Mid_Rack_Support_Right_Qty,10.000,10.0,='Excel Calcs'!Q32,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$335,Mid_Rack_Support_Right_Dist,33.200,33.2,='Excel Calcs'!Q33,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$336,Mid_Rack_Post_Height,117.790,117.78998000000001,='Excel Calcs'!Q58,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$337,Mid_Rack_Post_DP_Hole_Top,41.040,41.03998000000002,='Excel Calcs'!Q59,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$338,Mid_Rack_Post_DP_Hole_Mid,79.540,79.53998000000001,='Excel Calcs'!Q60,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$339,Mid_Rack_Post_DP_Hole_Btm,0.001,0.001,='Excel Calcs'!Q61,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$340,Mid_Rack_Support_Thk,0.10501,0.10501,='Excel Calcs'!Q34,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$341,DS_Mid_Rack_Support_Thk,0.10501,0.10501,='Excel Calcs'!Q70,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$342,Mid_Rack_Support_Height,116.122,116.12197000000002,='Excel Calcs'!Q36,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$343,Mid_Rack_Support_Flg,1.395,1.39499,='Excel Calcs'!Q37,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$344,Mid_Rack_Support_Face,2.500,2.5,='Excel Calcs'!Q38,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$345,Mid_Rack_Support_Y_Loc,0.688,0.688,='Excel Calcs'!Q39,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$346,Mid_Rack_Support_HoleY_Top_Loc,1.093,1.09301,='Excel Calcs'!Q46,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$347,Mid_Rack_Support_HoleY_Loc,1.280,1.28001,='Excel Calcs'!Q40,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$348,Mid_Rack_Support_Clr_Dia,0.312,0.312,='Excel Calcs'!Q41,String,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$349,Mid_Rack_Support_Eng_Dia,0.203,0.203,='Excel Calcs'!Q42,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$350,Mid_Rack_Support_HoleX_Ctr,0.833,0.833,='Excel Calcs'!Q43,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$351,Mid_Rack_Support_HoleY_Loc_Top,0.300,0.3,='Excel Calcs'!Q44,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$352,Mid_Rack_Support_HoleY_Loc_Btm,0.300,0.3,='Excel Calcs'!Q45,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$353,Mid_Rack_Constraint,17.520,17.51999,='Excel Calcs'!Q21,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$354,Floor_Angle_Suppression,1.000,1.0,='Excel Calcs'!Q22,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$355,Mid_Rack_Btm_Workplane,1.085,1.08502,='Excel Calcs'!Q47,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$356,Mid_Rack_DP_Support_Y_Hole_Loc,0.250,0.25,='Excel Calcs'!Q50,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$357,Mid_Rack_Post_Btm_Coil_Top_Hole,37.480,37.48001,='Excel Calcs'!Q62,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$358,Mid_Rack_Post_Mid_Coil_Btm_Hole,38.980,38.98001,='Excel Calcs'!Q63,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$359,Mid_Rack_Post_Mid_Coil_Top_Hole,75.980,75.98001,='Excel Calcs'!Q64,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$360,Mid_Rack_Post_Top_Coil_Btm_Hole,77.480,77.48001,='Excel Calcs'!Q65,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$361,Mid_Rack_Post_Top_Coil_Top_Hole,114.480,114.48001,='Excel Calcs'!Q66,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$362,Mid_Rack_Post_Above_DP,1.251,1.2509999999999997,='Excel Calcs'!Q67,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$363,Mid_Rack_Post_Hole_Loc_X,1.250,1.25,='Excel Calcs'!Q68,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$364,Mid_Rack_Post_Hole_From_Support_Cntr,0.417,0.4165,='Excel Calcs'!Q69,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$365,support_width,4.250,4.25,='Excel Calcs'!Q20,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$366,BhdZLocation,1.500,1.5,='Excel Calcs'!B27,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$367,DrainPanLoc,0.750,0.75,='Excel Calcs'!B28,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$368,BASERAILFLANGE,2.942,2.942,='Excel Calcs'!B42,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$369,Support_Loc1,5.126,5.126020000000006,='Excel Calcs'!Q4,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$370,Support_Loc2,9.376,9.376020000000006,='Excel Calcs'!Q5,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$371,Support_Loc_2CC,1.000,1.0,='Excel Calcs'!K96,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$372,Support_Loc3,41.413,41.413012,='Excel Calcs'!Q6,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$373,Support_Loc_3CC,1.000,1.0,='Excel Calcs'!K97,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$374,Support_Loc4,73.450,73.450004,='Excel Calcs'!Q7,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$375,Support_Loc4_Sup,0.000,0.0,='Excel Calcs'!B102,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$376,Support_Loc_4CC,1.000,1.0,='Excel Calcs'!K98,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$377,Support_Loc_4CC_Sup,1.000,1.0,='Excel Calcs'!K99,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$378,Support_Loc_4CC_Sup1,0.000,0.0,='Excel Calcs'!K100,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$379,Support_Loc5,105.487,105.486996,='Excel Calcs'!Q8,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$380,Support_Loc5_Sup,2.000,2.0,='Excel Calcs'!B103,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$381,Support_Loc_5CC,1.000,1.0,='Excel Calcs'!K101,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$382,Support_Loc_5CC_Sup,0.000,0.0,='Excel Calcs'!K102,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$383,Support_Loc_5CC_Sup1,1.000,1.0,='Excel Calcs'!K103,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$384,Support_Loc6,137.524,137.523988,='Excel Calcs'!Q9,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$385,Support_Loc6_Sup,2.000,2.0,='Excel Calcs'!B104,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$386,Support_Loc_6CC,1.000,1.0,='Excel Calcs'!K104,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$387,Support_Loc_6CC_Sup,0.000,0.0,='Excel Calcs'!K105,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$388,Support_Loc_6CC_Sup1,1.000,1.0,='Excel Calcs'!K106,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$389,Support_Loc7,0.001,0.001,='Excel Calcs'!Q10,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$390,Support_Loc_7CC,0.000,0.0,='Excel Calcs'!K107,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$391,Support_Loc8,0.001,0.001,='Excel Calcs'!Q11,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$392,Support_Loc_8CC,0.000,0.0,='Excel Calcs'!K108,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$393,Support_Loc9,169.561,169.56098,='Excel Calcs'!Q12,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$394,Support_Loc_9CC,1.000,1.0,='Excel Calcs'!K109,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$395,Support_Loc10,173.811,173.81098,='Excel Calcs'!Q13,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$396,SupportLocDefaultValue,0.001,0.001,='Excel Calcs'!Q19,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$397,CoilSupportAngleThk,0.10501,0.10501,='Excel Calcs'!B54,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$398,ElevatedCoil_Shelf_Hole_Suppression,0.000,0.0,='Excel Calcs'!N115,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$399,ElevatedCoil_Riser_Suppression,0.000,0.0,='Excel Calcs'!N116,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$400,ElevationShelfRule,18.001,18.001,='Excel Calcs'!N117,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$401,ElevationRiserRule,18.000,18.0,='Excel Calcs'!N118,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$402,ElevationRiserCoilsHighRule,1.000,1.0,='Excel Calcs'!N119,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$403,Elevated_Riser_Qty,6.000,6.0,='Excel Calcs'!N120,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$404,Elevated_Riser_Dist,33.000,33.0,='Excel Calcs'!N121,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$405,ElevatedRiserMaxSpacing,36.000,36.0,='Excel Calcs'!N122,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$406,ElevatedCoil_Riser_Height,6.000,6.0,='Excel Calcs'!N93,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$407,ElevatedCoil_Riser_Length,12.625,12.625,='Excel Calcs'!N94,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$408,ElevatedCoil_Riser_Thk,0.060,0.06001,='Excel Calcs'!N96,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$409,ElevatedCoil_Riser_Flg1,2.500,2.5,='Excel Calcs'!N97,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$410,ElevatedCoil_Riser_Flg2,2.500,2.5,='Excel Calcs'!N98,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$411,ElevatedCoil_Riser_Flg3,2.000,2.0,='Excel Calcs'!N99,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$412,ElevatedCoil_Riser_Hole1_X_Loc,1.250,1.25,='Excel Calcs'!N100,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$413,ElevatedCoil_Riser_Hole1_Y_Loc,1.060,1.06001,='Excel Calcs'!N101,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$414,ElevatedCoil_Riser_Hole1_Y_Qty,2.000,2.0,='Excel Calcs'!N102,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$415,ElevatedCoil_Riser_Hole1_Y_Dist,3.820,3.81997,='Excel Calcs'!N103,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$416,ElevatedCoil_Riser_Hole1_Y_Dia,0.203,0.203,='Excel Calcs'!N104,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$417,ElevatedCoil_Riser_Hole1_Y_Max_Space,4.000,4.0,='Excel Calcs'!N105,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$418,ElevatedCoil_Riser_Hole1_Y_Suppression,0.000,0.0,='Excel Calcs'!N106,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$419,ElevatedCoil_Riser_Hole2_X_Loc,1.250,1.25,='Excel Calcs'!N107,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$420,ElevatedCoil_Riser_Hole2_Z_Loc,1.060,1.06001,='Excel Calcs'!N108,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$421,ElevatedCoil_Riser_Hole2_Z_Qty,4.000,4.0,='Excel Calcs'!N109,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$422,ElevatedCoil_Riser_Hole2_Z_Dist,3.502,3.5016599999999998,='Excel Calcs'!N110,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$423,ElevatedCoil_Riser_Hole2_Z_Dia,0.312,0.312,='Excel Calcs'!N111,String,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$424,ElevatedCoil_Riser_Hole2_Z_Max_Space,4.000,4.0,='Excel Calcs'!N112,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$425,Coil_Support_Angle_Flg1,1.000,1.0,='Excel Calcs'!Q73,Number,in,,,,,No
