Workbook,Worksheet,Cell,ParameterName,DisplayedValue,RawValue,Formula,DataType,Units,Comment,ValidationRule,FormulaError,NamedRange,ExternalLink
Calc_10006_023.xls,Sheet1,$B$426,Coil_Support_Angle_Flg2,1.000,1.0,='Excel Calcs'!Q74,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$427,Coil_Support_Angle_Flg3,3.170,3.17,='Excel Calcs'!Q75,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$428,Coil_Support_Angle_Width,4.250,4.25,='Excel Calcs'!Q76,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$429,Coil_Support_Angle_Chamfer,0.250,0.25,='Excel Calcs'!Q77,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$430,Coil_Support_Angle_Thk,0.135,0.13501,='Excel Calcs'!Q79,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$431,Coil_Support_Angle_SlotDia,0.312,0.312,='Excel Calcs'!Q80,String,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$432,Coil_Support_Angle_SlotLength,0.375,0.375,='Excel Calcs'!Q81,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$433,Coil_Support_Angle_SlotLoc,0.750,0.75,='Excel Calcs'!Q82,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$434,Coil_Support_Angle_SlotYLoc,0.375,0.375,='Excel Calcs'!Q83,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$435,Coil_Support_Angle_SlotSpace,2.750,2.75,='Excel Calcs'!Q84,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$436,Coil_Support_Angle_Eng_Hole_Dia,0.203,0.203,='Excel Calcs'!Q85,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$437,Coil_Support_Angle_Eng_Hole_Y_Loc,0.500,0.5,='Excel Calcs'!Q86,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$438,Coil_Support_Angle_Width1,82.789,82.78942,='Excel Calcs'!Q87,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$439,Coil_Support_Angle_IW,7.105,7.10501,='Excel Calcs'!Q88,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$440,Coil_Support_Angle_WidthR,1.895,1.89499,='Excel Calcs'!Q89,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$441,Coil_Support_Angle_WidthL,2.000,2.00028,='Excel Calcs'!Q90,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$442,Coil_Support_Chan_Width,8.000,8.0,='Excel Calcs'!Q93,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$443,Coil_Support_Chan_Flg1,3.185,3.18497,='Excel Calcs'!Q94,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$444,Coil_Support_Chan_Flg2,0.750,0.75,='Excel Calcs'!Q95,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$445,Coil_Support_Chan_Flg3,0.750,0.75,='Excel Calcs'!Q96,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$446,Coil_Support_Chan_Flg4,1.250,1.25,='Excel Calcs'!Q97,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$447,Coil_Support_Chan_Thk,0.105,0.10501,='Excel Calcs'!Q98,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$448,Coil_Support_Chan_Hole1_X_Loc,0.625,0.625,='Excel Calcs'!Q100,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$449,Coil_Support_Chan_Hole1_Y_Loc,2.250,2.25,='Excel Calcs'!Q101,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$450,Coil_Support_Chan_Hole1_Y_Spac,4.500,4.5,='Excel Calcs'!Q102,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$451,Coil_Support_Chan_Hole1_Dia,0.188,0.188,='Excel Calcs'!Q103,String,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$452,Coil_Support_Chan_Hole1_X_Loc1,3.200,3.2,='Excel Calcs'!Q104,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$453,Coil_Support_Chan_Hole_X_Loc_DripPanR,13.451,13.451020000000007,='Excel Calcs'!Q105,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$454,Coil_Support_Chan_Hole_X_Loc_DripPanL,165.486,165.48598,='Excel Calcs'!Q106,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$455,WirewayDefault,0.001,0.001,=Wireways!B2,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$456,WirewayWidthCut,4,4.0,=Wireways!B3,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$457,WirewayHeightCut,1.5,1.5,=Wireways!B4,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$458,WirewayLocL,0.001,0.001,=Wireways!B5,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$459,WirewayVertNotchWidthL,0.001,0.001,=Wireways!B6,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$460,WirewayTopNotchLocL,0.001,0.001,=Wireways!B7,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$461,WirewayTopNotchWidthL,0.001,0.001,=Wireways!B8,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$462,WirewayLocR,0.001,0.001,=Wireways!B9,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$463,WirewayVertNotchWidthR,0.001,0.001,=Wireways!B10,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$464,WirewayTopNotchLocR,0.001,0.001,=Wireways!B11,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$465,WirewayTopNotchWidthR,0.001,0.001,=Wireways!B12,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$466,WirewayLeftvbhdSuppression,0,0.0,=Wireways!B13,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$467,WirewayRightvbhdSuppression,0,0.0,=Wireways!B14,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$468,WirewayLefthbhdSuppression,0,0.0,=Wireways!B15,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$469,WirewayRighthbhdSuppression,0,0.0,=Wireways!B16,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$470,WirewayMtgHoleXLoc,0.25,0.25,=Wireways!B19,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$471,WirewayMtgHoleY1Loc,0.25,0.25,=Wireways!B20,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$472,WirewayMtgHoleY2Loc,1,1.0,=Wireways!B21,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$473,WirewayMtgHoleDiaLLvbhd,0.001,0.001,=Wireways!B23,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$474,WirewayMtgHoleLLvbhdLocX,0.001,0.001,=Wireways!B24,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$475,WirewayMtgHoleDiaLRvbhd,0.001,0.001,=Wireways!B26,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$476,WirewayMtgHoleLRvbhdLocX,0.001,0.001,=Wireways!B27,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$477,WirewayMtgHoleDiaRLvbhd,0.001,0.001,=Wireways!B29,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$478,WirewayMtgHoleRLvbhdLocX,0.001,0.001,=Wireways!B30,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$479,WirewayMtgHoleDiaRRvbhd,0.001,0.001,=Wireways!B32,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$480,WirewayMtgHoleRRvbhdLocX,0.001,0.001,=Wireways!B33,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$481,WirewayMtgHoleDiaLLhbhd,0.001,0.001,=Wireways!B35,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$482,WirewayMtgHoleLLhbhdLocX,0.001,0.001,=Wireways!B36,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$483,WirewayMtgHoleDiaLRhbhd,0.001,0.001,=Wireways!B38,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$484,WirewayMtgHoleLRhbhdLocX,0.001,0.001,=Wireways!B39,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$485,WirewayMtgHoleDiaRLhbhd,0.001,0.001,=Wireways!B41,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$486,WirewayMtgHoleRLhbhdLocX,0.001,0.001,=Wireways!B42,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$487,WirewayMtgHoleDiaRRhbhd,0.001,0.001,=Wireways!B44,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$488,WirewayMtgHoleRRhbhdLocX,0.001,0.001,=Wireways!B45,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$489,Coil_Plate_Length,82.37098,82.37098,='Excel Calcs'!N79,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$490,LH_Coil_Plate_Length,83.371,83.37098,='Excel Calcs'!N80,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$491,Coil_Plate_Array_Qty,27,27.0,='Excel Calcs'!N81,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$492,Coil_Plate_Array_Dist,6,6.0,='Excel Calcs'!N82,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$493,Coil_Plate_Thk,0.06001,0.06001,='Excel Calcs'!N84,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$494,Coil_Plate_Hole_Start,1.219,1.219,='Excel Calcs'!N85,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$495,Coil_Plate_Clearance,0.031,0.031,='Excel Calcs'!N86,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$496,Coil_Plate_Bottom_Right_Suppression,0,0.0,='Excel Calcs'!N87,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$497,Coil_Plate_Middle_Right_Suppression,0,0.0,='Excel Calcs'!N88,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$498,Coil_Plate_Bottom_Left_Suppression,0,0.0,='Excel Calcs'!N89,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$499,Coil_Plate_Middle_Left_Suppression,0,0.0,='Excel Calcs'!N90,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$500,Upturned_Lip_Sup,0,0.0,='Excel Calcs'!B94,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$501,Upturned_Lip_H,0.000,1e-06,='Excel Calcs'!B95,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$502,Upturned_Lip_W,0.000,1e-06,='Excel Calcs'!B96,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$503,Stack_Sup_Gusset_Width,2.870,2.87,='Excel Calcs'!Q110,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$504,Stack_Sup_Gusset_Width2,3.000,3.0,='Excel Calcs'!Q111,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$505,Stack_Sup_Gusset_Depth,8.000,8.0,='Excel Calcs'!Q112,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$506,Stack_Sup_Gusset_Depth2,6.000,6.0,='Excel Calcs'!Q113,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$507,Stack_Sup_Gusset_End_Depth,0.500,0.5,='Excel Calcs'!Q114,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$508,Stack_Sup_Gusset_Flg1,0.875,0.875,='Excel Calcs'!Q115,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$509,Stack_Sup_Gusset_Flg2,0.875,0.875,='Excel Calcs'!Q116,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$510,Stack_Sup_Gusset_Clr_Hole_Dia,0.312,0.312,='Excel Calcs'!Q117,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$511,Stack_Sup_Gusset_Eng_Hole_Dia,0.188,0.188,='Excel Calcs'!Q118,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$512,Stack_Sup_Gusset_Thk,0.135,0.13501,='Excel Calcs'!Q119,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$513,Stack_Sup_Gusset_Hole1_X_Loc,1.153,1.153,='Excel Calcs'!Q121,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$514,Stack_Sup_Gusset_Hole1_Y_Loc,0.278,0.278,='Excel Calcs'!Q122,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$515,Stack_Sup_Gusset_Hole1_X_Spac,6.000,6.0,='Excel Calcs'!Q123,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$516,Stack_Sup_Gusset_Hole2_Z_Loc,0.750,0.75,='Excel Calcs'!Q124,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$517,Stack_Sup_Gusset_Hole2_Y_Loc,0.300,0.3,='Excel Calcs'!Q125,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$518,Stack_Sup_Gusset_Hole2_Z_Spac,1.500,1.5,='Excel Calcs'!Q126,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$519,Stack_Sup_Gusset_Hole3_X_Loc,4.750,4.75,='Excel Calcs'!Q127,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$520,Stack_Sup_Gusset_Hole3_Y_Loc,0.375,0.375,='Excel Calcs'!Q128,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$521,Stack_Sup_Top_Gusset_Loc1,114.750,114.75,='Excel Calcs'!Q129,Number,in,,,,,No
Calc_10006_023.xls,Sheet1,$B$522,Part_091_30102_458,0,0.0,='Excel Calcs'!B135,Number,ul,Suppression rules,,,,No
Calc_10006_023.xls,Sheet1,$B$523,Part_091_30102_459,1,1.0,='Excel Calcs'!B136,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$524,Part_091_30102_463,0,0.0,='Excel Calcs'!B140,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$525,Part_091_30102_464,1,1.0,='Excel Calcs'!B141,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$526,Part_091_30102_466_1,0,0.0,='Excel Calcs'!B143,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$527,Part_091_30102_466_2,0,0.0,='Excel Calcs'!B144,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$528,Part_091_30102_467_1,1,1.0,='Excel Calcs'!B145,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$529,Part_091_30102_467_2,1,1.0,='Excel Calcs'!B146,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$530,Part_091_30102_469_1,0,0.0,='Excel Calcs'!B149,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$531,Part_091_30102_469_2,0,0.0,='Excel Calcs'!B150,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$532,Part_091_30102_470_1,1,1.0,='Excel Calcs'!B151,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$533,Part_091_30102_470_2,1,1.0,='Excel Calcs'!B152,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$534,Part_091_30102_472,0,0.0,='Excel Calcs'!B155,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$535,Part_091_30102_473,0,0.0,='Excel Calcs'!B156,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$536,Part_091_30102_475_1,0,0.0,='Excel Calcs'!B158,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$537,Part_091_30102_475_2,0,0.0,='Excel Calcs'!B159,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$538,Part_091_30102_475_3,0,0.0,='Excel Calcs'!B160,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$539,Part_091_30102_476_1,0,0.0,='Excel Calcs'!B161,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$540,Part_091_30102_476_2,0,0.0,='Excel Calcs'!B162,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$541,Part_091_30102_476_3,0,0.0,='Excel Calcs'!B163,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$542,Part_091_30102_478,1,1.0,='Excel Calcs'!B167,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$543,Part_091_30102_480,1,1.0,='Excel Calcs'!B169,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$544,Part_091_30102_481_1,1,1.0,='Excel Calcs'!B170,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$545,Part_091_30102_481_2,1,1.0,='Excel Calcs'!B171,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$546,Part_091_30102_482,1,1.0,='Excel Calcs'!B172,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$547,Part_091_30102_483,1,1.0,='Excel Calcs'!B173,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$548,Part_091_30102_487,0,0.0,='Excel Calcs'!B177,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$549,Part_091_30102_488,0,0.0,='Excel Calcs'!B178,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$550,Part_091_30102_489,1,1.0,='Excel Calcs'!B179,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$551,Part_091_30102_491,0,0.0,='Excel Calcs'!B181,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$552,Part_091_30102_493_1,0,0.0,='Excel Calcs'!B183,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$553,Part_091_30102_493_2,1,1.0,='Excel Calcs'!B184,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$554,Part_091_30102_493_3,1,1.0,='Excel Calcs'!B185,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$555,Part_091_30102_493_4,1,1.0,='Excel Calcs'!B186,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$556,Part_091_30102_493_5,1,1.0,='Excel Calcs'!B187,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$557,Part_091_30102_493_6,1,1.0,='Excel Calcs'!B188,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$558,Part_091_30102_493_7,0,0.0,='Excel Calcs'!B189,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$559,Part_091_30102_493_8,0,0.0,='Excel Calcs'!B190,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$560,Part_091_30102_493_9,1,1.0,='Excel Calcs'!B191,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$561,Part_091_30102_493_10,0,0.0,='Excel Calcs'!B192,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$562,Part_091_30102_495,0,0.0,='Excel Calcs'!B193,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$563,Part_091_30102_496_1,0,0.0,='Excel Calcs'!B194,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$564,Part_091_30102_496_2,1,1.0,='Excel Calcs'!B195,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$565,Part_091_30102_496_3,1,1.0,='Excel Calcs'!B196,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$566,Part_091_30102_496_4,1,1.0,='Excel Calcs'!B197,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$567,Part_091_30102_496_5,1,1.0,='Excel Calcs'!B198,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$568,Part_091_30102_496_6,1,1.0,='Excel Calcs'!B199,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$569,Part_091_30102_496_7,0,0.0,='Excel Calcs'!B200,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$570,Part_091_30102_496_8,0,0.0,='Excel Calcs'!B201,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$571,Part_091_30102_496_9,1,1.0,='Excel Calcs'!B202,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$572,Part_091_30102_496_10,0,0.0,='Excel Calcs'!B203,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$573,Part_091_30102_496_11,0,0.0,='Excel Calcs'!B204,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$574,Part_091_30102_496_12,1,1.0,='Excel Calcs'!B205,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$575,Part_091_30102_496_13,1,1.0,='Excel Calcs'!B206,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$576,Part_091_30102_496_14,1,1.0,='Excel Calcs'!B207,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$577,Part_091_30102_496_15,1,1.0,='Excel Calcs'!B208,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$578,Part_091_30102_496_16,1,1.0,='Excel Calcs'!B209,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$579,Part_091_30102_496_17,0,0.0,='Excel Calcs'!B210,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$580,Part_091_30102_496_18,0,0.0,='Excel Calcs'!B211,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$581,Part_091_30102_496_19,1,1.0,='Excel Calcs'!B212,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$582,Part_091_30102_496_20,0,0.0,='Excel Calcs'!B213,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$583,Part_091_30102_497,1,1.0,='Excel Calcs'!B214,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$584,Part_091_30102_498,0,0.0,='Excel Calcs'!B215,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$585,Part_091_30102_499_1,1,1.0,='Excel Calcs'!B216,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$586,Part_091_30102_499_2,1,1.0,='Excel Calcs'!B217,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$587,Part_091_30102_499_3,1,1.0,='Excel Calcs'!B218,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$588,Part_091_30102_499_4,0,0.0,='Excel Calcs'!B219,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$589,Part_091_30102_499_5,0,0.0,='Excel Calcs'!B220,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$590,Part_091_30102_499_6,0,0.0,='Excel Calcs'!B221,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$591,Part_091_30102_500_1,1,1.0,='Excel Calcs'!B222,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$592,Part_091_30102_500_2,1,1.0,='Excel Calcs'!B223,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$593,Part_091_30102_500_3,1,1.0,='Excel Calcs'!B224,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$594,Part_091_30102_501_1,1,1.0,='Excel Calcs'!B225,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$595,Part_091_30102_501_2,1,1.0,='Excel Calcs'!B226,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$596,Part_091_30102_501_3,0,0.0,='Excel Calcs'!B227,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$597,Part_091_30102_504_4,1,1.0,='Excel Calcs'!B228,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$598,Part_091_30102_504_5,1,1.0,='Excel Calcs'!B229,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$599,Part_091_30102_504_6,0,0.0,='Excel Calcs'!B230,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$600,Part_091_30102_504_7,1,1.0,='Excel Calcs'!B231,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$601,Part_091_30102_504_8,1,1.0,='Excel Calcs'!B232,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$602,Part_091_30102_504_9,0,0.0,='Excel Calcs'!B233,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$603,Part_091_30102_505_4,1,1.0,='Excel Calcs'!B234,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$604,Part_091_30102_505_5,1,1.0,='Excel Calcs'!B235,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$605,Part_091_30102_505_6,1,1.0,='Excel Calcs'!B236,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$606,Part_091_30102_505_7,1,1.0,='Excel Calcs'!B237,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$607,Part_091_30102_505_8,1,1.0,='Excel Calcs'!B238,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$608,Part_091_30102_505_9,1,1.0,='Excel Calcs'!B239,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$609,Part_091_30102_506,0,0.0,='Excel Calcs'!B240,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$610,Part_091_30102_507,0,0.0,='Excel Calcs'!B241,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$611,Part_091_30102_508,0,0.0,='Excel Calcs'!B242,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$612,Part_091_30102_509,0,0.0,='Excel Calcs'!B243,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$613,Part_091_30102_510,0,0.0,='Excel Calcs'!B244,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$614,Part_091_30102_511,0,0.0,='Excel Calcs'!B245,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$615,Part_091_30102_512,1,1.0,='Excel Calcs'!B246,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$616,Part_091_30102_513,1,1.0,='Excel Calcs'!B247,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$617,Part_091_30102_514,0,0.0,='Excel Calcs'!B248,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$618,Part_091_30102_515,0,0.0,='Excel Calcs'!B249,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$619,Part_091_30102_516,0,0.0,='Excel Calcs'!B250,Number,ul,,,,,No
Calc_10006_023.xls,Sheet1,$B$622,Error_Check,0.000,0.0,"=COUNTIF(B2:B619,FALSE)+COUNTIF(B5:B619,#N/A)+COUNTIF(B5:B619,#REF!)+COUNTIF(B5:B619,#DIV/0!)",Number,,,,,,No
Calc_10006_023.xls,Data,$B$2,Parameter,Value,Value,Value,String,ul,Description,Values For MOM,,,No
Calc_10006_023.xls,Data,$B$3,IH,118,118.0,118,Number,in,INSIDE HEIGHT,,,IH,No
Calc_10006_023.xls,Data,$B$4,IW,179,179.0,179,Number,in,INSIDE WIDTH,,,IW,No
Calc_10006_023.xls,Data,$B$5,CoilType,CC,CC,CC,String,ul,"CC = Cooling Coil (Water), HC = Heating Coil (Water)","HC, CC",,CoilType,No
Calc_10006_023.xls,Data,$B$6,CoilHand,LEFT,LEFT,LEFT,String,ul,"LEFT, RIGHT","LEFT, RIGHT",,CoilHand,No
Calc_10006_023.xls,Data,$B$7,FH_1_BTM,36.25,36.25,36.25,Number,ul,Bottom Coil Fin Height,,,FH_1_BTM,No
